DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DE94,2021,2542666,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DE94,2022,2554217,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DE94,2023,2592162,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2014,5088748,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2015,5108290,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2016,5173623,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2017,5190790,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2018,5198820,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2019,5202321,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2020,5207457,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2021,5200090,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2022,5197679,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA1,2023,5261157,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2014,4333015,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2015,4361724,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2016,4422371,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2017,4439416,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2018,4454228,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2019,4468904,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2020,4478847,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2021,4475530,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2022,4472956,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA2,2023,4527594,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2014,2574148,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2015,2580664,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2016,2614229,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2017,2619376,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2018,2621153,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2019,2623619,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2020,2624625,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2021,2624719,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2022,2631237,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA3,2023,2664280,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2014,2024392,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2015,2029648,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2016,2057996,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2017,2054205,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2018,2054343,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2019,2055310,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2020,2055724,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2021,2054178,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2022,2057480,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA4,2023,2085331,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2014,3551553,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2015,3557772,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2016,3597297,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2017,3586313,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2018,3583590,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2019,3582497,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2020,3580568,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2021,3571053,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2022,3565239,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEA5,2023,3600754,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2014,1474378,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2015,1477202,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2016,1488308,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2017,1492187,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2018,1493055,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2019,1495885,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2020,1498223,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2021,1500830,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2022,1503189,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB1,2023,1522508,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2014,519136,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2015,521863,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2016,532715,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2017,528728,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2018,529597,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2019,531007,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2020,533113,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2021,534438,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2022,536772,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB2,2023,546565,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2014,2000852,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2015,2012517,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2016,2031780,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2017,2045138,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2018,2051027,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2019,2057952,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2020,2062567,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2021,2063123,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2022,2066524,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEB3,2023,2090077,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2014,990718,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2015,989035,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2016,995597,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2017,996651,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2018,994187,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2019,990509,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2020,986887,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2021,983991,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2022,982348,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEC0,2023,992666,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2014,1590927,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2015,1592765,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2016,1602754,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2017,1600155,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2018,1598573,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2019,1598199,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2020,1596566,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2021,1589888,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2022,1583267,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED2,2023,1598250,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2014,1468954,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2015,1463341,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2016,1465612,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2017,1454144,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2018,1444953,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2019,1436445,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2020,1426380,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2021,1413730,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2022,1402126,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED4,2023,1411556,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2014,986504,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2015,999168,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2016,1016485,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2017,1027484,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2018,1037782,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2019,1043293,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2020,1049025,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2021,1053323,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2022,1057609,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DED5,2023,1076346,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2014,2244577,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2015,2235548,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2016,2245470,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2017,2236252,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2018,2223081,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2019,2208321,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2020,2194782,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2021,2180684,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2022,2169253,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEE0,2023,2186643,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2014,2815955,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2015,2830864,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2016,2858714,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2017,2881926,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2018,2889821,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2019,2896712,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2020,2903773,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2021,2910875,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2022,2922005,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEF0,2023,2953270,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2014,2160840,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2015,2156759,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2016,2170714,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2017,2158128,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2018,2151205,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2019,2143145,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2020,2133378,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2021,2120237,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2022,2108863,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DEG0,2023,2126846,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2014,1749405,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2015,1768125,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2016,1789174,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2017,1807404,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2018,1822659,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2019,1835562,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2020,1846023,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2021,1855084,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2022,1867948,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK01,2023,1891871,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2014,816726,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2015,820480,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2016,827499,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2017,832553,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2018,835024,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2019,836738,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2020,837359,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2021,838840,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2022,843513,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK02,2023,849857,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2014,1202509,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2015,1205728,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2016,1211770,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2017,1217224,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2018,1220763,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2019,1223348,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2020,1223105,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2021,1223634,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2022,1228362,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK03,2023,1237413,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2014,1277538,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2015,1282750,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2016,1293309,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2017,1304253,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2018,1313596,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2019,1320678,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2020,1326340,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2021,1332048,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2022,1341857,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK04,2023,1358879,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2014,581057,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2015,582632,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2016,585499,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2017,587335,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2018,589148,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2019,589755,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2020,589936,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2021,590439,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2022,591740,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,DK05,2023,594634,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2014,1315819,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2015,1314870,b,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2016,1315944,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2017,1315635,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2018,1319133,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2019,1324820,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2020,1328976,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2021,1330068,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2022,1331796,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EE00,2023,1365884,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2014,3863763,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2015,3822843,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2016,3781274,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2017,3773559,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2018,3756453,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2019,3742235,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2020,3738901,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2021,3736737,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2022,3806550,b,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL30,2023,3790842,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL41,2014,198581,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL41,2015,197695,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL41,2016,196654,,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A,NR,T,TOTAL,EL41,2017,203700,,
